Name,Speed,Control,Stiffness,Overall,Price,Ratings
JOOLA Flame Medium,7.2,8.7,4.6,8.6,$75,5
JOOLA Flame VII (7),,,,,$100,0
JOOLA Genesis,,,,,$140,0
JOOLA Granite,6.0,9.5,0.0,9.0,$23,1
JOOLA Greenline Extreme,9.0,8.0,6.0,9.2,$109,2
JOOLA Greenline Fast,8.0,7.0,5.0,,$99,1
JOOLA Greenline Medium,7.0,9.5,5.0,8.8,$89,2
JOOLA Guo 3 C,9.6,7.9,7.3,9.3,$40,4
JOOLA Hold White,,,,,$40,0
JOOLA K ALL,,,,,$45,0
JOOLA K1,,,,,$37,0
JOOLA K3,8.5,7.5,10.0,8.0,$41,2
JOOLA K4,9.5,9.6,7.5,9.5,,2
JOOLA K5,7.6,8.2,3.2,7.6,$63,7
JOOLA K6,9.3,9.5,7.0,9.4,,1
JOOLA K7,9.4,8.2,7.0,9.4,$92,3
JOOLA Kool,9.6,7.7,8.8,9.3,$128,29
JOOLA Legend,7.8,9.5,4.3,9.3,$37,9
JOOLA Linus,8.0,8.9,5.0,8.9,$85,4
JOOLA Markovic,8.6,9.1,7.3,9.3,$45,4
JOOLA Mattenet ALL+,,,,,$40,0
JOOLA Maya,8.5,9.0,5.0,8.7,$49,1
JOOLA MC1,9.7,9.0,6.0,9.4,$99,28
JOOLA MC1 (Japanese Penhold),,,,,$78,0
JOOLA Mikado ALL+,6.9,9.1,5.0,8.8,$70,2
JOOLA Mikado OFF,8.7,8.6,5.0,8.9,$80,1
JOOLA Mikado OFF+,9.3,8.5,5.0,9.3,$90,2
JOOLA Network,,,,,$66,0
JOOLA Nobilis PBO-c,9.1,9.2,4.3,9.1,$200,4
JOOLA O Degree Allround,,,,,$35,0
JOOLA O Degree Carbon,,,,,$60,0
JOOLA O Degree Offense,,,,,$45,0
JOOLA Off-Tex,,,,,,0
JOOLA Offense,,,,,$41,0
JOOLA P. Saive Stress,,,,,$38,0
JOOLA Panther,9.0,9.3,5.3,7.8,$90,8
JOOLA Power Allround,7.0,8.5,5.0,8.5,$41,1
JOOLA Precision Light,,,,,$50,0
JOOLA Quattro Carbon,,,,,$149,0
JOOLA R*1,9.6,7.0,6.0,8.6,$45,9
JOOLA Rossi Allround 07,8.2,9.0,5.0,8.8,$44,3
JOOLA Rossi Carbon,9.5,8.5,,9.0,$85,3
JOOLA Rossi Exact,6.0,8.0,5.0,7.0,$50,1
JOOLA Rossi Fire 07,8.6,8.7,5.0,9.1,$45,5
JOOLA Rossi Force,9.3,8.8,6.2,9.3,$99,14
JOOLA Rossi Junior,,,,,$30,1
JOOLA Rossi Junior 07,,,,,$39,0
JOOLA Rossi Power Light,8.0,9.0,3.0,9.0,$46,1
JOOLA Rossi Trix Fast,8.0,6.0,3.0,6.9,$58,1
JOOLA Rosskopf Allround,6.5,9.4,3.8,8.8,$44,6
JOOLA Rosskopf Emotion,8.7,9.1,5.6,9.3,$100,38
JOOLA Rosskopf Fire,,,,,$40,0
JOOLA Rosskopf Power,,,,,$46,0
JOOLA Sheikh,8.3,8.0,5.0,9.0,$55,2
JOOLA Solja OFF+,,,,,$110,0
JOOLA Solja OFF-,,,,,$90,0
JOOLA Spirit ALL+,9.0,8.9,5.0,9.9,$44,1
JOOLA Spirit OFF,8.9,7.5,6.0,9.4,$48,2
JOOLA Spirit OFF+,,,,,$80,0
JOOLA Stefan Feth Cross,7.8,8.0,5.0,8.7,$44,2
JOOLA Sting,9.0,8.6,6.0,9.0,$53,4
JOOLA Tactics,,,,,$50,0
JOOLA Ticker,6.0,8.0,3.0,,$26,1
JOOLA Toni Hold,5.0,9.0,1.5,8.5,$37,3
JOOLA Toni Hold White Spot,5.5,9.7,3.7,9.1,$45,6
JOOLA Tony Gavlas,9.0,8.5,7.0,9.2,$75,1
JOOLA Torre ALL+,6.8,8.9,6.0,8.0,$47,2
JOOLA Torre Carbon,,,,,$50,0
JOOLA Torre OFF,,,,,$40,0
JOOLA TPE Feeling,8.4,8.6,4.0,9.1,$75,2
JOOLA TPE Feeling XS,,,,,$159,0
JOOLA TPE Fight,9.6,8.5,7.0,9.5,$150,3
JOOLA TPE Nature,8.8,9.3,5.3,9.3,$75,11
JOOLA TPE Perform,9.0,9.3,5.3,9.3,$70,9
JOOLA Trix Fast,8.3,7.3,8.0,9.0,$70,4
JOOLA Trix Medium,7.8,8.5,5.0,8.5,$60,1
JOOLA Viking,,,,,$130,1
JOOLA Viva,8.4,8.8,5.9,9.2,$65,17
JOOLA Viva Junior,,,,,$50,0
JOOLA Wing Carbon,9.5,7.0,7.0,8.8,$139,1
JOOLA Wing Fast,8.7,7.3,7.4,8.9,$90,8
JOOLA Wing Medium,7.6,8.9,5.0,8.3,$70,6
JOOLA Wing Medium Junior,,,,,$79,0
JOOLA Wing Passion Extreme,9.6,8.3,8.1,9.3,$110,15
JOOLA Wing Passion Fast,8.3,7.3,5.8,8.4,$99,10
JOOLA Wing Passion Medium,6.6,8.8,4.3,9.5,$70,3
JOOLA Wosik Limit,,,,,,0
JOOLA ZeLeBRO PBO-c,9.3,9.0,6.0,9.2,$169,2
JOOLA Zolli Light,6.8,8.0,5.0,8.0,$46,3
Juic Air Fiber,,,,,$95,0
Juic Air Large,,,,,$66,0
Juic Air Texa,9.5,9.5,7.0,9.7,$90,1
Juic Bamboo Shot,,,,,$37,0
Juic Cortan Super Light,7.5,8.3,5.0,7.5,$75,1
Juic Euro Chopper,,,,,$44,0
Juic Euro Cut,7.5,10.0,5.0,10.0,$54,1
Juic Exacta,7.2,8.0,3.0,8.5,$31,1
Juic Fiber Shot,,,,,$85,0
Juic Fracta,,,,,$69,0
Juic Ghost - ST,,,,,$80,0
Juic Hinoki 3,,,,,$68,0
Juic Hinoki Carbon III,9.5,8.3,7.0,9.0,$65,1
Juic Hybrid,6.0,8.0,5.0,7.0,$45,1
Juic Iseki Carbon,,,,,$38,0
Juic Kalinic,7.0,8.0,5.0,8.0,$49,1
Juic Kiso Hinoki,9.5,6.4,7.3,7.7,$73,5
Juic Lafita,,,,,$84,0
Juic Light Offence III,,,,,$20,0
Juic Maple Shot,8.9,8.2,5.0,9.1,$49,2
Juic Nebula,8.6,6.9,7.0,9.0,$60,1
Juic Pro Alpha,,,,,$79,0
Juic Sprout,,,,,$20,0
Juic Stellan Bengtsson Alpha,8.3,8.9,5.0,9.0,$78,6
Juic Stellan Bengtsson Balsa-C,,,,,$94,0
Juic Texalium,8.6,8.5,3.0,9.1,$49,1
Killerspin Diamond C,9.6,8.9,4.3,9.5,$135,3
Killerspin Diamond CQ,9.1,8.3,6.0,8.9,$165,8
Killerspin Diamond TC,9.6,8.2,5.3,9.4,$160,9
Killerspin Diamond TX,9.6,7.9,3.0,9.0,$120,1
Killerspin Jet,,,,,,0
Killerspin Jet 200,,,,,,0
Killerspin Kido 5A,8.4,9.1,4.5,9.4,$64,4
Killerspin Kido 7F,,,,,$50,0
Killerspin Kido 7P,8.6,8.8,5.3,8.8,$110,8
Killerspin Kido 7R,,,,,$65,0
Killerspin Kido 7Z,7.8,7.5,3.0,8.2,$68,1
Killerspin Kido SK,,,,,$79,0
Killerspin Stilo,9.0,7.0,10.0,7.5,$80,1
Killerspin Stilo Z,9.6,8.7,7.0,,$85,3
Killerspin X50,7.0,7.0,5.0,7.0,$50,1
Killerspin X70,,,,,$70,0
Killerspin X90,8.0,8.5,7.0,8.2,$90,1
Kokutaku Bishu No.1 Specialist,9.4,9.5,5.0,9.9,$140,1
Kokutaku Blutenkirsche  Ice.Fire,7.5,8.0,7.0,9.0,$23,1
Kokutaku Tulpe Carbon 704,,,,,$20,0
KTL (LKT) 168,8.5,8.4,4.3,9.1,$50,6
KTL (LKT) 2828,9.7,8.0,7.0,9.3,$37,1
KTL (LKT) 368,7.9,9.4,3.7,9.0,$45,4
KTL (LKT) 9010,9.6,9.0,6.8,9.0,$50,4
KTL (LKT) 9020,,,,,$18,0
KTL (LKT) 9030,,,,,$18,0
KTL (LKT) Ayous Hinoki,7.7,8.5,3.6,8.5,$22,10
KTL (LKT) Black Coffee,8.4,8.8,5.0,9.0,$32,2
KTL (LKT) Blue Thunder,8.5,8.3,6.2,8.5,$32,5
KTL (LKT) Carbon King,9.3,8.5,6.0,9.0,$32,2
KTL (LKT) Glass Power,9.0,8.3,,7.9,$22,1
KTL (LKT) Gun,8.5,7.5,6.8,8.4,$18,5
KTL (LKT) Instinct,6.6,8.8,4.2,7.7,$16,28
KTL (LKT) Instinct+,7.9,8.4,5.7,8.4,$16,13
KTL (LKT) King Kong Carbon,,,,,$48,0
KTL (LKT) LKT Blackwhirlwind Transformer,7.5,9.0,5.0,9.0,$30,1
KTL (LKT) Loopsonic,7.0,8.5,5.0,8.2,$7,3
KTL (LKT) Lord of the Balance,10.0,10.0,10.0,10.0,$18,1
KTL (LKT) Lord of the Control,,,,,$18,0
KTL (LKT) Lord of the Speed,9.1,7.5,7.0,8.3,$22,4
KTL (LKT) Mind Game,8.2,8.6,,,$18,1
KTL (LKT) New Star,,,,,$25,0
KTL (LKT) No. 1 Hinoki Transformer,8.7,8.5,5.0,8.7,$30,4
KTL (LKT) One,,,,,$24,0
KTL (LKT) Pro XC,6.5,9.0,5.0,9.0,$18,1
KTL (LKT) Pro XF,,,,,$18,0
KTL (LKT) Pro XF,9.0,7.0,5.0,8.0,,1
KTL (LKT) Puma,5.1,9.5,5.0,9.6,$32,4
KTL (LKT) ST 008 OFF,9.0,9.0,7.0,9.0,$20,1
KTL (LKT) Tension,,,,,$32,0
KTL (LKT) Toxic 3,4.7,9.2,1.3,8.1,$24,12
KTL (LKT) Toxic 5,6.3,8.0,5.0,8.0,$22,5
KTL (LKT) Will Power,9.3,8.3,8.5,9.1,$32,10
KTL (LKT) Zebra Carbon,8.7,9.2,7.0,8.9,$32,7
LHS B4.0 Offensive,8.0,7.5,,7.5,$40,1
LHS K3.2 Offensive,8.5,9.0,5.0,9.0,$38,1
Lion Aratron All+,6.5,10.0,5.0,10.0,$55,1
Lion Carbozone OFF,10.0,9.8,7.0,9.8,$40,2
Lion Carbozone OFF+,,,,,$55,0
Loki Violent V9 Ebony Carbon,8.9,9.0,6.0,9.3,$40,2
Mizuno Endeavor,,,,,$60,0
Mizuno Fortius,9.6,9.6,7.0,9.6,$52,1
Mizuno Fortius FT,8.9,9.1,6.0,9.0,$75,2
Mizuno Fortius FT Light,,,,,$65,0
Mizuno Fortius FT5,,,,,$60,0
Mizuno SST,9.0,9.0,8.5,9.3,$118,2
Mizuno Swifter,8.2,8.5,5.0,9.6,$50,3
Mizuno Valour,9.2,8.8,7.0,9.4,$90,3
Mizuno Zephyr,,,,,$45,0
Neottec Amagi,7.9,9.5,5.0,9.5,$63,1
Neottec Amagi All+,,,,,$65,0
Neottec Balsa Carbon,9.0,7.0,7.0,8.0,$55,1
Neottec Enkei Light,,,,,$36,0
Neottec Gamma All+,6.7,8.7,5.0,8.3,$27,3
Neottec Hinoki Carbon,10.0,7.0,7.0,9.0,$59,1
Neottec Inazuma,9.5,5.0,7.0,9.0,$35,1
Neottec Kanji DEF,,,,,$38,0
Neottec Kevlar Special,,,,,$43,0
Neottec Magic Control,6.3,9.0,5.7,8.3,$24,3
Neottec Mark Off,8.0,7.0,7.0,6.5,$16,1
Neottec Revolution,9.0,6.0,7.0,8.0,$21,2
Neottec Selar,,,,,$113,0
Neottec Terves,,,,,$96,0
Neottec Voodoo Classic,,,,,$31,0
Neottec X7 Special,,,,,$39,0
Neottec X7 Special Turbo,,,,,$41,0
Nexy Arirang,8.9,9.7,4.1,9.5,$150,9
Nexy Calix,8.8,9.3,5.0,9.2,$150,14
Nexy Calix 2,8.8,8.6,5.0,8.9,$170,3
Nexy Color,7.0,8.6,4.3,8.3,$100,5
Nexy Hannibal,,,,,$150,0
Nexy Higgs,,,,,$130,0
Nexy Kanaph,9.2,9.3,4.7,9.4,$130,3
Nexy Kim Jung Hoon,8.5,9.5,7.0,9.0,$120,1
Nexy Labyrinthos,,,,,$130,0
Nexy Lissom,8.0,8.0,3.0,9.0,$100,1
Nexy Oscar,8.0,9.3,5.0,9.3,$150,2
Nexy Peterpan,8.8,8.9,4.0,9.4,$80,2
Nexy Qabod (Quabot),9.6,8.9,6.0,9.7,$200,2
Nexy Spartacus,8.0,9.0,3.0,9.0,$110,1
Nexy Spear,8.5,9.3,5.3,9.3,$60,7
Nexy Z Blade,8.9,9.6,5.0,9.6,$90,1
Niceshot Origin,8.0,9.3,3.0,9.5,$65,1
Nimatsu Ardency 3.5,9.0,8.0,3.0,8.5,,1
Nimatsu Balistic Balance,,,,,,0
Nimatsu Balistic Glasfibre,,,,,,0
Nimatsu Balistic Placement,,,,,,0
Nimatsu Calculus Balsa 20,8.8,9.2,,,,2
Nimatsu Celsior 5.2 Control ALL,8.6,10.0,5.0,10.0,$53,1
Nimatsu Celsior 5.6 Direct Bamboo,8.4,9.5,3.0,9.6,$66,1
Nimatsu Pulse,8.5,9.0,5.0,8.5,$42,1
Nimatsu TSUNAMI COMBI ATTACK,,,,,$85,1
Nimatsu Tsunami DEF Light,8.0,8.5,5.0,8.0,,1
Nittaku A P (EXCELLENT AP),9.5,8.4,7.0,9.3,$140,3
Nittaku AA,8.5,8.3,5.0,8.8,,2
Nittaku Acoustic,8.5,9.2,4.8,9.6,$165,62
Nittaku Acoustic  Large Handle,9.0,9.2,5.2,9.5,$164,12
Nittaku Acoustic Carbon,9.3,9.0,6.1,9.3,$179,14
Nittaku Acoustic Carbon Inner,9.0,9.3,5.8,9.5,$180,9
Nittaku Acoustic Carbon Inner Large Handle,8.8,9.6,5.2,9.5,$171,11
Nittaku Acoustic Carbon Outer Large Handle,,,,,$180,0
Nittaku Active 7,9.2,7.8,3.0,8.5,,2
Nittaku Adelie,8.7,9.4,4.5,9.5,$147,20
Nittaku Airuline 8.8,9.0,10.0,7.0,9.0,$45,1
Nittaku Alulass,8.5,9.3,5.4,9.5,$87,12
Nittaku Amin,,,,,$35,0
Nittaku ANV Wan Nan,,,,,$75,0
Nittaku ANV WL,,,,,,0
Nittaku Barwell,9.2,8.9,4.4,9.6,$165,13
Nittaku Barwell Fleet,9.1,9.4,6.2,9.5,$225,55
Nittaku Bizelox,8.5,8.4,4.5,8.6,$60,4
Nittaku Bloodwood,8.9,9.1,7.8,9.5,$110,4
Nittaku Canaldy,7.9,8.1,5.0,8.4,$50,3
Nittaku Cellent,9.1,9.3,5.0,9.5,$50,1
Nittaku Cellenty Balca,,,,,$67,0
Nittaku Cellenty W05,9.0,8.0,7.0,9.0,$58,1
Nittaku Cellenty W07,9.0,8.0,5.0,9.0,$140,1
Nittaku Clout,8.4,8.8,5.0,9.4,$45,7
Nittaku Endless,6.0,8.5,6.0,9.5,$43,2
Nittaku Evoocial 7,,,,,,0
Nittaku Excelity,,,,9.0,$45,1
Nittaku Expert-H,9.0,7.0,5.0,8.5,$50,1
Nittaku Factive Carbon,,,,,$60,0
Nittaku Feminist,8.0,7.0,5.0,7.0,$60,1
Nittaku Feruku,10.0,7.0,7.0,6.5,$136,1
Nittaku Fillmea,9.0,8.0,5.0,9.0,$90,1
Nittaku Flame,9.2,9.5,7.0,9.2,$71,2
Nittaku Flame Carbon,9.7,8.1,7.6,9.3,$100,7
Nittaku Flyatt Carbon,9.0,9.3,4.3,9.5,$58,3
Nittaku Flyatt Carbon Pro,8.5,8.0,6.0,8.5,$75,2
Nittaku Forestia,8.5,9.3,5.0,9.6,$70,3
Nittaku Goriki,6.5,10.0,5.0,9.8,$300,1
Nittaku Goriki Danshi,,,,,$320,0
Nittaku Goriki Super Cut,7.0,10.0,7.0,10.0,$350,1
Nittaku Goriki Super Drive,9.2,9.2,7.4,9.5,$300,7
Nittaku Greenshank,8.4,8.1,5.0,8.8,$76,4
Nittaku Haneyoshi,6.5,10.0,6.0,9.8,$88,3
Nittaku Hinoblaze,9.1,9.3,7.4,9.6,$130,9
Nittaku Hurricane Wang Hao (H-WH),7.0,8.0,5.0,9.0,$50,1
Nittaku Jenty,,,,,$41,0
Nittaku Jewelblade,,,,,$160,0
Nittaku Jie Schopp,4.0,10.0,0.0,9.0,$35,1
Nittaku Kasumi Basic,8.1,8.3,3.7,9.0,$60,6
Nittaku Kasumi Special,,,,,$167,0
Nittaku KCZ,9.1,7.6,8.3,9.0,$85,10
Nittaku Kim Kyung Ah,6.8,9.3,0.0,9.7,$110,4
Nittaku KVL,7.5,8.0,5.0,9.0,$120,1
Nittaku KVP-H,8.0,8.0,7.0,8.0,$55,1
Nittaku KVT,9.9,8.6,6.8,9.2,$99,4
Nittaku KVU,,,,,$67,0
Nittaku Large Beat Chikara,8.3,7.3,6.0,8.0,$38,2
Nittaku Large Spear,,,,,$125,0
Nittaku Latika,8.1,8.9,4.7,9.2,$74,19
Nittaku Latika 7,8.3,9.0,3.0,9.0,$90,1
Nittaku Latika Carbon,9.1,9.4,4.8,9.6,$179,9
Nittaku Latika Light,9.0,9.4,3.0,9.6,$51,1
Nittaku Lialox,8.8,8.8,5.4,9.0,$90,5
Nittaku Lonbaldia 7,9.3,7.1,5.0,8.6,$59,1
Nittaku Longer,,,,,,0
Nittaku Ludeack,8.6,9.2,5.0,9.5,$100,22
Nittaku Ludeack Fleet,9.1,8.3,6.3,8.9,$199,12
Nittaku Ludeack Power,8.6,9.4,5.7,8.8,$113,3
Nittaku Lumilas,8.8,8.8,3.5,9.5,$65,9
Nittaku Ma Long Carbon,,,,,$180,0
Nittaku Ma Long Five,8.0,9.0,3.0,8.5,$145,1
Nittaku Ma Long Seven,9.2,8.7,5.0,8.5,$180,1
Nittaku Meister Basaltec Inner,8.5,9.3,5.0,9.0,$250,1
Nittaku Meister Basaltec Outer,8.9,9.5,7.0,9.3,$250,7
Nittaku Meister Holz Sieben,8.6,9.5,6.3,9.0,$250,3
Nittaku Meran,,,,,$118,0
Nittaku Miyabi,8.5,8.4,4.6,9.1,$90,9
Nittaku Monophonic,7.0,9.5,7.0,,$53,1
Nittaku Narcus,8.8,8.7,6.8,9.5,$50,11
Nittaku Negia,,,,,$50,0
Nittaku New Defence,4.5,9.9,6.0,8.9,$40,3
Nittaku Noveliar,9.7,9.7,7.0,10.0,$129,1
Nittaku Oxford,7.9,9.5,5.0,9.0,$85,3
Nittaku Piecea,9.0,9.0,7.0,9.9,$80,1
Nittaku Redshank,8.4,9.1,4.8,9.3,$50,10
Nittaku Resist,,,,,$50,0
Nittaku Resist II,,,,,$55,0
Nittaku Resoud (Resound),10.0,9.9,7.0,10.0,$1000,3
Nittaku Revofusion 8.5 MFR,,,,,$120,0
Nittaku Rising,8.1,8.6,2.7,8.6,$42,3
Nittaku Ristal,7.0,8.0,3.0,8.0,$40,1
Nittaku Rorin,,,,,$149,0
Nittaku Rorin King,10.0,8.5,0.0,9.5,$275,2
Nittaku Runlox-5,8.3,7.9,3.5,8.5,$90,5
Nittaku Russelfor 9.2,9.2,8.8,7.0,9.0,$50,1
Nittaku Rutis,8.8,8.5,5.4,9.0,$110,10
Nittaku Rutis J,8.6,8.4,7.0,8.5,$110,4
Nittaku Rutis Power,9.6,9.1,6.0,9.5,$115,2
Nittaku Rutis Revo,,,,,$100,0
Nittaku S-Series S-5,9.0,9.3,7.0,9.2,$99,4
Nittaku S-Series S-7,,,,,$120,0
Nittaku S-Series S-CZ,9.1,9.6,5.2,9.6,$140,12
Nittaku Sanalion R-H,9.0,9.0,3.0,9.0,$49,1
Nittaku Sanalion S,,,,,$49,0
Nittaku Septear,8.4,8.4,4.7,9.2,$50,17
Nittaku Septear Carbon,,,,,$110,1
Nittaku Septear Feel,,,,,$113,0
Nittaku Septear Feel Inner,,,,,$113,0
Nittaku Septear Lead,8.7,9.5,3.6,9.6,$60,15
Nittaku Shake Defence,6.5,9.0,6.3,8.6,$110,11
Nittaku Shellshock,8.5,8.0,5.0,8.8,$60,1
Nittaku Steak R-H,9.0,9.0,3.0,9.0,$59,1
Nittaku Survelian,8.5,8.3,4.7,9.3,$65,8
Nittaku Telion,,,,,$55,1
Nittaku Tenaly,7.9,9.2,4.3,9.7,$65,3
Nittaku Tenaly Acoustic,7.3,9.1,6.0,10.0,$156,2
Nittaku Tenaly Acoustic Carbon Inner,,,,,$170,0
Nittaku Tenaly Carbon,9.0,8.0,5.0,9.0,$96,1
Nittaku Tenor,9.1,9.0,6.8,9.5,$177,21
Nittaku Tesura,8.2,8.6,,8.5,$50,1
Nittaku Tiluna,7.0,9.5,7.0,9.0,$83,1
Nittaku Titanbeat,9.9,6.9,3.0,9.2,$124,1
Nittaku Tornado King,,,,,$120,0
Nittaku Tornado King Power,8.9,8.8,5.7,9.5,$185,3
Nittaku Tornado King Speed,,,,,$165,0
Nittaku Torua,7.2,8.7,4.0,8.8,$46,10
Nittaku Violin,8.3,9.0,3.1,9.4,$165,38
Nittaku Violin Carbon,8.5,8.0,5.0,9.0,$183,1
Nittaku Violin Carbon Inner,,,,,$200,0
Nittaku Violin J,,,,,$135,0
Nittaku Vioncello,6.0,9.4,,8.9,$180,1
Nittaku Willtria,6.2,9.8,4.0,9.0,$70,3
Nittaku Wolfeed P-H,,,,,,0
Nittaku Wolfeed-R,9.9,9.2,5.7,10.0,$100,3
Nittaku Wonder Blade,7.7,8.0,5.7,8.7,$77,3
OSP Expert ALL+,7.6,9.3,3.4,9.4,$112,13
OSP Immune Active Def,6.9,9.6,3.7,9.5,$128,3
OSP Immune Active OX,7.0,9.8,5.0,9.8,$132,1
OSP Immune OX,7.0,9.8,5.0,9.8,$119,1
OSP Immune OX Classic,7.0,10.0,5.0,9.8,$137,1
OSP Martin CRW UFS,9.8,9.2,10.0,9.8,$152,1
OSP Martin OFF Pro,9.3,9.0,7.0,9.9,$139,1
OSP Musko OFF Pro,9.3,8.5,7.0,9.7,$140,1
OSP Ultimate II,9.2,8.5,5.0,10.0,$130,1
OSP Ultimate OFF,8.7,8.8,5.7,10.0,$125,3
OSP V'King OFF,9.0,9.2,6.0,9.5,$155,2
OSP Virtuoso CRWi UNI OFF,8.8,8.7,5.0,8.7,$106,3
OSP Virtuoso OFF-,8.1,9.2,3.8,9.3,$112,38
OSP Virtuoso+,8.5,8.8,4.8,9.0,$120,8
Palio B1,,,,,$21,0
Palio B2,9.0,8.0,,,$21,1
Palio B21,9.0,8.5,7.0,8.5,$20,2
Palio B3,,,,,$21,0
Palio Bow,,,,,$99,0
Palio C1,,,,,$28,0
Palio C2,9.0,8.0,5.0,,$35,1
Palio C3,8.7,9.0,7.0,8.9,$28,1
Palio C5,9.0,7.0,5.0,8.0,$46,2
Palio C6,,,,,$28,0
Palio C88,,,,,$25,0
Palio CAT,8.0,8.6,4.8,8.7,$22,10
Palio ChiXiao,,,,,$76,0
Palio Chopper 1,7.1,8.9,5.0,9.3,$22,5
Palio Conqueror,,,,,$35,0
Palio Drunken Dragon,9.0,6.0,10.0,8.0,$35,1
Palio Emperor Dragon,,,,,$27,0
Palio ENERGY 01,8.8,9.6,5.0,9.5,$18,3
Palio ENERGY 02,8.5,9.5,5.0,8.9,$20,2
Palio ENERGY 03,8.8,9.2,5.8,9.1,$15,19
Palio ENERGY 04,9.0,9.0,6.3,9.5,$28,6
Palio ENERGY 05,9.1,8.6,7.3,8.8,$27,4
Palio ENERGY 06,9.0,8.4,6.7,9.5,$60,3
Palio Halberd,,,,,$130,0
Palio Hidden Dragon,,,,,,0
Palio Infinite-1,8.5,9.0,3.0,8.8,$30,1
Palio Infinite-2,8.6,8.4,7.0,8.6,$30,1
Palio Infinite-3,8.2,9.0,3.0,8.6,$30,1
Palio Jing Ke,,,,,$40,0
Palio KA,8.3,9.1,5.0,9.1,$12,4
Palio KC2,7.0,8.0,7.0,7.5,$12,1
Palio King Yue,8.0,9.5,6.3,9.6,$20,4
Palio Legend-1,,,,,$65,0
Palio Legend-2,,,,,$62,0
Palio Legend-3,8.9,8.6,5.0,9.1,$55,2
Palio Legend-4,,,,,$55,0
Palio M2,,,,,$9,0
Palio Outer Fiber OF-001,,,,,,0
Palio Outer Fiber OF-002,,,,,,0
Palio Outer Fiber OF-003,,,,,,0
Palio Outer Fiber OF-004,,,,,,0
Palio Outer Fiber OF-005,,,,,,0
Palio R57 Soft-Carbon,8.2,9.1,5.4,8.5,$17,5
Palio S4,8.0,8.5,5.0,8.5,$17,1
Palio Stealth-1,,,,,$37,0
Palio Stealth-2,,,,,$34,0
Palio Stealth-3,,,,,$35,0
Palio T 3,,,,,,0
Palio T5,,,,,$50,0
Palio T7,8.1,9.0,6.6,8.5,$50,5
Palio T92,,,,,$24,0
Palio TC-1,,,,,$28,0
Palio TC-2,,,,,$25,0
Palio TC-7,8.9,8.2,10.0,8.7,$21,2
Palio TC6,8.8,9.0,7.5,9.3,$25,6
Palio TCT,8.9,8.0,8.8,8.9,$49,15
Palio TN Dual Carbon,,,,,$29,0
Palio TOM,,,,,,0
Palio TT (Carbon),,,,,$20,0
Palio V1,8.8,8.0,7.0,9.1,$49,1
Palio Wildish Dragon,,,,,$33,0
Palio Windless-1,,,,,,0
Palio Windless-2,,,,,,0
Palio ZhanLu,,,,,$70,0
PimplePark Castro,4.5,9.0,3.0,8.0,$75,1
PimplePark Filius,,,,,$85,0
PimplePark Murus,,,,,$47,0
PingMaster SL ALL,8.0,9.5,5.0,9.5,$22,1
PingMaster SL DEF,7.0,10.0,3.0,9.5,$22,1
PingMaster SL OFF Carbon,8.9,9.4,5.0,9.3,$40,3
PingSkills Touch,7.6,8.7,5.0,8.5,$65,2
PP AGON-FL SUPER ZLC,9.5,8.5,5.0,9.5,$110,1
PP ARES-JP Kiso Hinoki Special Selection10.5mm,9.6,9.0,0.0,9.5,$195,1
PP ATLAS-II  Special Material Blade TAMCA 5000,,,,,$77,0
PP Moby Kiso Hinoki,9.8,9.6,5.0,9.6,$110,1
PP SENKOH-X America Cypress,,,,,$55,0
PP Taiwan Apollo 3-Ply Hinoki,9.8,9.6,5.0,9.8,$56,1
PP Taiwan Yellow Cypress 8.0mm CS,9.3,9.2,6.0,9.5,$122,2
PP Tigress-FL America Cypress,9.5,9.5,5.0,9.4,$53,2
PP VISPOWER II FL ALC,9.0,9.5,5.0,9.5,$99,2
PP ZEUS Z+ALC FL,9.5,8.5,5.0,9.5,$92,1
Prasidha Ambawa Magnetic OFF+,9.7,9.5,7.0,9.0,$130,1
Prasidha Hinoki Cross Carbon Magnetic OFF++,9.2,8.8,7.0,9.1,$250,4
Prasidha Kendo,9.4,9.6,7.0,9.7,$287,3
Prasidha Kensei,9.0,8.8,7.0,9.5,$200,1
Prasidha Samurai 07 ( Glass Fiber)OFF+,9.7,9.3,5.0,9.0,,1
Prasidha Yokohama Carbon,7.0,7.0,10.0,7.0,,1
Pro Power X2,,,,,$117,0
Re-Impact Rapier 44,9.0,9.0,,,$285,1
Re-Impact Tachi,7.0,10.0,5.0,,$155,1
Re-Impact Turbo,6.0,9.0,5.0,9.5,$175,1
Reactor CK-2,7.3,7.6,5.0,6.5,$30,2
Reactor DJ200,7.3,8.8,4.7,8.1,$17,7
Reactor DJ600,9.0,8.0,10.0,9.0,$21,1
Reactor Hinoki Super Carbon,,,,,$36,0
Reactor K-1,,,,,$37,0
Red+Black Flow,7.8,9.2,5.0,8.7,$47,1
Red+Black Kazak Combi,,,,,$210,0
Red+Black Sensei,8.9,8.7,5.0,8.8,$98,1
Ross Leidy Rapscallion,10.0,9.5,3.0,10.0,$145,2
Sanwei A1,,,,,$31,0
Sanwei A5,8.0,9.0,6.3,8.5,$22,3
Sanwei A6,,,,,$25,0
Sanwei A9,,,,,$33,0
Sanwei BY1091 Even,9.2,8.8,6.0,9.0,$65,2
Sanwei C2,,,,,$25,0
Sanwei Carbon King T-1091A,9.0,8.7,6.7,9.0,$55,3
Sanwei CC,,,,,$15,0
